,"Location of Terminal Market",,"All Red Tomato count  apples are tray packed. ","Type of Apple (not all varieties are grown in all origins)",,"USDA specifications for size, coloring, allowable imperfections, etc",,"Pricing in $",,,,"Where the product was grown ",,"Count size-how many apples fit into a case, so the higher the number, the smaller the apple",,,,,,,,,,,,,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/14,30,30,,,"NEW ZEALAND",,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/14,30,30,,,"NEW ZEALAND",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/17,30,32,31,31,"NEW ZEALAND",,70s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/17,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/17,30,30,,,"NEW ZEALAND",,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/17,30,30,,,"NEW ZEALAND",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/18,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,"ABOUT STEADY.","occas 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/18,32,32,,,"NEW ZEALAND",,90s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/18,32,32,,,"NEW ZEALAND",,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/19,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,STEADY.,"occas 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/19,32,32,,,"NEW ZEALAND",,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/19,32,32,,,"NEW ZEALAND",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/20,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,STEADY.,"occas 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/20,32,32,,,"NEW ZEALAND",,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/20,32,32,,,"NEW ZEALAND",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/21,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.","occas 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/21,32,32,,,"NEW ZEALAND",,90s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/21,32,32,,,"NEW ZEALAND",,100s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/24,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,STEADY.,"occas 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/24,32,32,,,"NEW ZEALAND",,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/24,32,32,,,"NEW ZEALAND",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/25,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,"ABOUT STEADY.","occas 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/25,30,32,32,32,"NEW ZEALAND",,90s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/26,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,STEADY.,"occas 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/26,30,32,32,32,"NEW ZEALAND",,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/27,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,STEADY.,"occas 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/27,30,32,32,32,"NEW ZEALAND",,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/28,32,35,33,33,"NEW ZEALAND",,80s,,,,,,,,,N,,,STEADY.,"occas 28.00",
APPLES,BOSTON,,"18 kg cartons tray pack",BRAEBURN,,,2018/09/28,30,32,32,32,"NEW ZEALAND",,90s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/18,31,32,31,31,MAINE,,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/18,31,31,,,MAINE,,88s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/18,26,30,28,29,MAINE,,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/18,31,31,,,"NEW YORK",,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/18,31,31,,,"NEW YORK",,88s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/18,36,36,,,"NEW YORK",,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/19,31,32,31,31,MAINE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/19,31,31,,,MAINE,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/19,26,30,28,29,MAINE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/19,31,31,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/19,31,31,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/19,36,36,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/20,31,32,31,31,MAINE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/20,31,31,,,MAINE,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/20,26,30,28,29,MAINE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/20,31,31,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/20,31,31,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/20,36,36,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/21,31,32,31,31,MAINE,,80s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/21,31,31,,,MAINE,,88s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/21,26,26,,,MAINE,,100s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/21,31,31,,,"NEW YORK",,80s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/21,31,31,,,"NEW YORK",,88s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/24,31,32,31,31,MAINE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/24,31,31,,,MAINE,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/24,26,26,,,MAINE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/24,31,31,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/24,31,31,,,"NEW YORK",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/25,31,32,31,31,MAINE,,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/25,31,31,,,MAINE,,88s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/25,26,26,,,MAINE,,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/25,30,30,,,"NEW HAMPSHIRE",,88s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/25,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/25,30,30,,,"NEW YORK",,100s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/26,31,32,31,31,MAINE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/26,31,31,,,MAINE,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/26,26,26,,,MAINE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/26,30,30,,,"NEW HAMPSHIRE",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/26,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/26,30,30,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/27,31,32,31,31,MAINE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/27,31,31,,,MAINE,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/27,26,26,,,MAINE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/27,30,30,,,"NEW HAMPSHIRE",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/27,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/27,30,30,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/28,31,32,31,31,MAINE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/28,31,31,,,MAINE,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/28,26,26,,,MAINE,,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/28,30,30,,,"NEW HAMPSHIRE",,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/28,32,32,,,"NEW YORK",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. ExFcy",2018/09/28,30,30,,,"NEW YORK",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/18,18,18,,,MAINE,,125s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/18,18,18,,,MAINE,,138s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/19,18,18,,,MAINE,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/19,18,18,,,MAINE,,138s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/20,18,18,,,MAINE,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/20,18,18,,,MAINE,,138s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/21,17,18,,,MAINE,,125s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/21,17,18,,,MAINE,,138s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/24,17,18,,,MAINE,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/24,17,18,,,MAINE,,138s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/25,17,18,,,MAINE,,125s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/25,17,18,,,MAINE,,138s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/26,17,18,,,MAINE,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/26,17,18,,,MAINE,,138s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/27,17,18,,,MAINE,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/27,17,18,,,MAINE,,138s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/28,17,18,,,MAINE,,125s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",MCINTOSH,,"U.S. One",2018/09/28,17,18,,,MAINE,,138s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags",MCINTOSH,,"U.S. Fcy",2018/09/25,20,22,21,21,"NEW YORK",,"2 1/2"" up",,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons 12 3-lb film bags",MCINTOSH,,"U.S. Fcy",2018/09/26,20,22,21,21,"NEW YORK",,"2 1/2"" up",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags",MCINTOSH,,"U.S. Fcy",2018/09/27,20,22,21,21,"NEW YORK",,"2 1/2"" up",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons 12 3-lb film bags",MCINTOSH,,"U.S. Fcy",2018/09/28,20,22,21,21,"NEW YORK",,"2 1/2"" up",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/11,32,32,,,"NEW HAMPSHIRE",,80s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/11,30,30,,,"NEW HAMPSHIRE",,100s,,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/12,32,32,,,"NEW HAMPSHIRE",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/12,30,30,,,"NEW HAMPSHIRE",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/13,32,32,,,"NEW HAMPSHIRE",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/13,30,30,,,"NEW HAMPSHIRE",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/14,32,32,,,"NEW HAMPSHIRE",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/14,30,30,,,"NEW HAMPSHIRE",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/17,32,32,,,"NEW HAMPSHIRE",,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"U.S. ExFcy",2018/09/17,30,30,,,"NEW HAMPSHIRE",,100s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/05,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"NEW ZEALAND BRAEBURN 80S, WA GINGER GOLD 80S-100S, CHILE GRANNY SMITH 90S-100S.",,"HIGHER; WA PINKLADY 80S, WA FUJI 72S-80S, GINGER GOLD 125S; OTHERS ABOUT STEADY"
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/06,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/07,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/10,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/11,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/11,20,20,,,VERMONT,,"No Size Marks",,,,,,,,,N,,,"CHILE GRANNY SMITH 90S-100S, NEW ZEALNAD BRABURNS 70S, AND WA FUJI 72S HIGHER;.",,"OTHERS ABOUT STEADY"
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/12,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/12,20,20,,,VERMONT,,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/13,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/13,20,20,,,VERMONT,,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/14,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/14,20,20,,,VERMONT,,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/17,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/17,20,20,,,VERMONT,,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/21,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/24,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/25,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/26,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/27,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"bushel cartons loose",MCINTOSH,,"No Grade Marks",2018/09/28,20,20,,,"NEW HAMPSHIRE",,"No Size Marks",,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/21,30,31,,,MAINE,,80s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/21,30,31,,,MAINE,,88s,,,,,,,,,N,,,"ME USONE MCINTOSH, NH LOOSE HONEYCRISP, MACOUN, AND NY CRAB APPLES LOWER; OTHERS ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/24,30,31,,,MAINE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/24,30,31,,,MAINE,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/25,30,31,,,MAINE,,80s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/25,30,31,,,MAINE,,88s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/25,30,30,,,"NEW HAMPSHIRE",,88s,,,,,,,,,N,,,"ABOUT STEADY.",,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/26,30,31,,,MAINE,,80s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/26,30,31,,,MAINE,,88s,,,,,,,,,N,,,STEADY.,,
APPLES,BOSTON,,"cartons tray pack",CORTLAND,,"U.S. ExFcy",2018/09/26,30,30,,,"NEW HAMPSHIRE",,88s,,,,,,,,,N,,,STEADY.,,
