SITE_NAME,SITE_TYPE,SITE_ADDRESS_1,SITE_ADDRESS_2,SITE_CITY,SITE_STATE,SITE_ZIP,SITE_PHONE,SITE_PHONE_EXT,CONTACT_FIRST_NAME,CONTACT_LAST_NAME,CONTACT_PHONE,SPONSORING_ORGANIZATION,START_DATE,END_DATE,DAYS_OF_OPERATION,HOURS_OPEN,BREAKFAST_TIME,LUNCH_TIME,SNACK_TIME,SUPPER_TIME,MEAL_TYPES_SERVED
"MAYOR'S PARK PROGRAM Mckinley Park (SF-125-129)",Open,"Winter street",0,BROCKTON,MA,2301,781-733-6506," ",JIM,CONNORS," ","Brockton Public Schools (12-044-SF-125)",2018/07/09,2018/08/23,"M,T,W,TH","09:00 AM - 10:30 AM",09:00:00," "," "," ",B
"OLD COLONY YMCA (SF-125-131)",Open,"375 WAREHAM ST"," ",MIDDLEBORO,MA,2302,508-947-9331," ",Ariana,Lally,508-947-9331,"Brockton Public Schools (12-044-SF-125)",2018/06/27,2018/08/24,"M,T,W,TH,F","08:30 AM - 02:00 PM",08:30:00,11:00:00," "," ","B,L"
"YOUTH WORKS (SF-125-132)",Open,"34 SCHOOL ST"," ",BROCKTON,MA,2302,508-584-9800,23,Nicoline,Batista,508-584-9800,"Brockton Public Schools (12-044-SF-125)",2018/07/10,2018/08/23,"T,W,TH","09:15 AM - 01:30 PM",09:15:00,12:45:00," "," ","B,L"
"SABURA/RAYMOND SCHOOL (SF-125-134)",Open,"125 Oak Street"," ",BROCKTON,MA,2301,508-468-1305," ",ANITA,MOSTEIRO,508-468-1305,"Brockton Public Schools (12-044-SF-125)",2018/07/09,2018/08/17,"M,T,W,TH,F","08:45 AM - 12:30 PM",08:45:00,11:30:00," "," ","B,L"
"OLD COLONY Y YOUTH BRANCH (SF-125-135)",Open,"465 MAIN ST"," ",BROCKTON,MA,2301,5085674242," ",HEATHER,GREENE,ABOVE,"Brockton Public Schools (12-044-SF-125)",2018/06/27,2018/08/24,"M,T,W,TH,F","06:45 AM - 02:00 PM",06:45:00,11:00:00," "," ","B,L"
"NEW HEIGHTS CHARTER SCHOOL (SF-125-139)",Open,"1690 MAIN ST"," ",BROCKTON,MA,2301,508-857-4633," ",TIARA,WASHINGTON,508-857-4633,"Brockton Public Schools (12-044-SF-125)",2018/07/09,2018/07/26,"M,T,W,TH,F","07:45 AM - 01:00 PM",07:45:00,11:15:00," "," ","B,L"
"BROCKTON WIC (SF-125-140)",Open,"795 PLEASANT ST"," ",BROCKTON,MA,2301,508-588-8241," ",BARNARD,BROOKS,508-588-8241,"Brockton Public Schools (12-044-SF-125)",2018/07/09,2018/08/23,"M,T,W,TH","12:30 PM - 02:30 PM"," ",12:30:00," "," ",L
"HAROLD BENT PLAYGROUND (SF-125-141)",Open,"Ash Street"," ",BROCKTON,MA,2301,508-336-6506," ",JIM,CONNORS,781-336-6506,"Brockton Public Schools (12-044-SF-125)",2018/07/09,2018/08/23,"M,T,W,TH","09:00 AM - 10:30 AM",09:00:00," "," "," ",B
"BROCKTON FARMERS MARKET (SF-125-143)",Open,"CITY HALL PLAZA"," ",BROCKTON,MA,2301,508-580-7514," ",TOM,BURKE," ","Brockton Public Schools (12-044-SF-125)",2018/07/13,2018/08/24,F,"11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"GILMORE PARK (SF-125-144)",Open,"Spring Ave","GILMORE PARK",BROCKTON,MA,2301,508-733-6506," ",JIM,CONNORS,508-733-6506,"Brockton Public Schools (12-044-SF-125)",2018/07/09,2018/08/23,"M,T,W,TH","09:00 AM - 10:30 AM",09:00:00," "," "," ",B
"US TAEKWANDO CENTER (SF-125-145)",Open,"715 CRESCENT ST."," ",BROCKTON,MA,2301,508-232-3971," ",TOM,BURKE,508-232-3971,"Brockton Public Schools (12-044-SF-125)",2018/07/02,2018/08/24,"M,T,W,TH,F","11:30 AM - 12:15 PM"," ",11:30:00," "," ",L
"ARNONE ELEMENTARY (SF-125-146)",Open,"135 BELMONT ST"," ",BROCKTON,MA,2301,508-894-4452," ",TOM,BURKE,508-894-4452,"Brockton Public Schools (12-044-SF-125)",2018/06/28,2018/08/28,"M,T,W,TH,F","07:00 AM - 01:30 PM",07:00:00,11:00:00," "," ","B,L"
"PLOUFFE ACADEMY (SF-125-147)",Open,"250 CRESCENT ST"," ",BROCKTON,MA,2301,508-894-4321," ",MICHELLE,LANNCE,508-894-4321,"Brockton Public Schools (12-044-SF-125)",2018/07/09,2018/08/16,"M,T,W,TH","08:00 AM - 12:00 PM",08:00:00,11:00:00," "," ","B,L"
"BARRETT RUSSELL SCHOOL (SF-125-148)",Open,"45 OAKDALE ST"," ",BROCKTON,MA,2301,508-580-4569," ",GARY,LUMBOGH,508-580-4569,"Brockton Public Schools (12-044-SF-125)",2018/07/03,2018/07/26,"T,W,TH,F","08:00 AM - 12:45 PM",08:00:00,12:15:00," "," ","B,L"
"BOYS & GIRLS CLUB OF BROCKTON (SF-36-004)",Closed,"233 WARREN AVENUE"," ",BROCKTON,MA,2301,508-584-5209," ",Samantha,Loutzenhiser,508-584-5209,"Boys and Girls Club of Brockton (12-044-SF-36)",2018/06/26,2018/08/26,"M,T,W,TH,F","08:00 AM - 02:00 PM",08:00:00,12:00:00," "," ","B,L"
"BOYS & GIRLS CLUB OF BROCKTON-TEENS (SF-36-005)",Closed,"233 WARREN AVENUE"," ",Brockton,MA,2301,5085845209," ",Samantha,Loutzenhiser,5085845209,"Boys and Girls Club of Brockton (12-044-SF-36)",2018/06/26,2018/08/26,"M,T,W,TH,F","03:00 PM - 08:00 PM"," "," ",15:00:00,18:30:00,"S,A"
"SUNSET POINT CAMP (SF-49C-001)",Camp,"2 Tenth Street"," ",Hull,MA,2045,781-925-0710," ",Brandon,Cox,781-925-0710,"Catholic Charitable Bureau- Boston AC&SF (12-142-SF-49C)",2018/07/01,2018/08/10,"S,M,T,W,TH,F","08:30 AM - 06:30 PM",08:30:00,11:30:00," ",17:15:00,"B,L,S"
"Memorial Early Childhood Center (SF-254-001)",Closed,"112 Tiger Drive"," ",Middleborough,MA,2346,508-946-2020," ",Rebecca,Bagnell,508-946-2036,"Middleborough Public Schools (12-182-SF-254)",2018/07/10,2018/08/16,"M,T,W,TH","09:00 AM - 12:45 PM",09:00:00,11:45:00," "," ","B,L"
"BOYS & GIRLS CLUB OF PLYMOUTH (SF-192-001)",Closed,"9 RESNIK ROAD"," ",PLYMOUTH,MA,2360,508-746-6070," ",Christine,Young,508-746-6070,"Plymouth School Committee (12-239-SF-192)",2018/06/25,2018/08/24,"M,T,W,TH,F","09:00 AM - 09:30 PM",09:00:00,11:30:00," "," ","B,L"
"PCIS (SF-192-002)",Closed,"117 Long Pond Road"," ",Plymouth,MA,2360,508-830-4474," ",Lisa,Stone," ","Plymouth School Committee (12-239-SF-192)",2018/07/09,2018/08/17,"M,T,W,TH,F","09:00 AM - 09:30 PM",09:00:00,12:00:00," "," ","B,L"
"HEDGE ELEMENTARY SCHOOL (SF-192-003)",Open,"258 STANDISH AVE"," ",PLYMOUTH,MA,2360,508-830-4340," ",Jean,Holmes," ","Plymouth School Committee (12-239-SF-192)",2018/06/25,2018/08/10,"M,T,W,TH,F","11:30 AM - 12:30 PM"," ",11:30:00," "," ",L
"CAMP CLARK YMCA (SF-192-005)",Camp,"200 Hedges Pond Road"," ",Plymouth,MA,2360,508-888-2290," ",Patrick,"Van Cott",508-830-4474,"Plymouth School Committee (12-239-SF-192)",2018/06/25,2018/08/17,"M,T,W,TH,F","09:00 AM - 09:30 PM",09:00:00,11:30:00," "," ","B,L"
"JEFFERSON SCHOOL (SF-267-001)",Open,"93 GEORGE STREET"," ",ROCKLAND,MA,2370,7818718400," ",ADELE,LEONARD,7818718400,"Rockland School Committee (12-251-SF-267)",2018/06/25,2018/08/09,"M,T,W,TH","12:00 PM - 12:30 PM"," ",12:00:00," "," ",L
"JEFFERSON SCHOOL DAYCARE (SF-267-002)",Closed,"93 GEORGE STREET"," ",ROCKLAND,MA,2370,7818718400," ",ADELE,LEONARD,7818718400,"Rockland School Committee (12-251-SF-267)",2018/06/25,2018/08/09,"M,T,W,TH","12:00 PM - 02:30 PM"," ",12:00:00,14:00:00," ","L,A"
"SPRINGATE APARTMENTS (SF-267-003)",Open,"52 HANNAH WAY"," ",ROCKLAND,MA,2370,7818783893," ",ADELE,LEONARD," ","Rockland School Committee (12-251-SF-267)",2018/06/25,2018/08/09,"M,T,W,TH","11:00 AM - 03:00 PM"," ",11:00:00,14:30:00," ","L,A"
"HARTSUFF PARK (SF-267-004)",Open,"195 HARTSUFF STREET"," ",ROCKLAND,MA,2370,7818711730," ",Adele,Leonard,781-878-4676,"Rockland School Committee (12-251-SF-267)",2018/06/25,2018/08/09,"M,T,W,TH","12:00 PM - 12:30 PM"," ",12:00:00," "," ",L
"ROCKLAND PUBLIC LIBRARY (SF-267-005)",Open,"20 BELMONT STREET"," ",ROCKLAND,MA,2370,7818781236," ",ERIN,PULEIO,7818781236,"Rockland School Committee (12-251-SF-267)",2018/06/25,2018/08/09,"M,T,W,TH","01:00 PM - 01:30 PM"," ",13:00:00," "," ",L
"SPRINGATE CAMP (SF-267-006)",Closed,"52 Hannah Way"," ",Rockland,MA,2320,7818782323," ",Adele,Leonard," ","Rockland School Committee (12-251-SF-267)",2018/06/25,2018/08/09,"M,T,W,TH","11:00 AM - 02:30 PM"," ",11:00:00,14:00:00," ","L,A"
"HARTSUFF CAMP (SF-267-007)",Closed,"1 HARTSUFF STREET"," ",ROCKLAND,MA,2370,7818784676," ",ADELE,LEONARD,781-878-4676,"Rockland School Committee (12-251-SF-267)",2018/06/25,2018/08/09,"M,T,W,TH","12:00 PM - 03:00 PM"," ",12:00:00,14:30:00," ","L,A"
"MCKINLEY COMMUNITY CENTER (SF-267-008)",Open,"394 Union Street"," ",Rockland,MA,2370,7818784676," ",Adele,Leonard," ","Rockland School Committee (12-251-SF-267)",2018/06/25,2018/08/09,"M,T,W,TH,F","11:00 AM - 03:15 PM"," ",11:00:00,14:45:00," ","L,A"
"GLEASON FAMILY YMCA (SF-21-003)",Open,"33 Charge Pond Road"," ",Wareham,MA,2571,508-295-9922,31,Lou,Brito,508-295-9622,"Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","12:00 PM - 02:30 PM"," ",12:00:00,14:00:00," ","L,A"
"WAREHAM BOYS & GIRLS CLUB (SF-21-004)",Closed,"13 Highland Avenue"," ",Onset,MA,2558,508-322-8722," ",Kenny,Fontes,508-322-8722,"Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"BAND SHELL (SF-21-005)",Open,"1 Union Ave Prospect Park"," ",Onset,MA,2558,508-295-3575," ",Robert,Shaheen,508-291-3575,"Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","12:15 PM - 01:00 PM"," ",12:15:00," "," ",L
"WAREHAM MIDDLE SCHOOL (SF-21-007)",Closed,"4 Viking Drive"," ",Wareham,MA,2571,508-291-3550," ",Jane,Foundulis,508-291-3500,"Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","09:00 AM - 12:00 PM",09:00:00,11:30:00," "," ","B,L"
"WOODS AT WAREHAM (SF-21-010)",Open,"36 Swifts Beach Road"," ",Wareham,MA,2571,508-291-3575," ",Lori,Luzzo,508-295-5566,"Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,12:00:00," "," ","B,L"
"DEPOT CROSSING (SF-21-013)",Open,"125 Minot Ave"," ",Wareham,MA,2571,5082955566," ",Lori,Luzzo," ","Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,12:00:00," "," ","B,L"
"WAREHAM LIBRARY (SF-21-014)",Open,"59 Marion Road"," ",Wareham,MA,2571,5082913575," ",Robert,Shaheen," ","Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","12:00 PM - 01:00 PM"," ",12:00:00," "," ",L
"SHANGRI LA PLAYGROUND (SF-21-026)",Open,"25 Peaceful Lane"," ",Wareham,MA,2571,5082953575," ",Rob,Shaheen," ","Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","12:00 PM - 01:00 PM"," ",12:00:00," "," ",L
"SWIFTS BEACH PLAYGROUND (SF-21-027)",Open,"15 Roby Street"," ",Wareham,MA,2571,5082953575," ",rob,shaheen," ","Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","12:00 PM - 01:00 PM"," ",12:00:00," "," ",L
"CHRISTOPHER DONOVAN DAY SCHOOL (SF-21-028)",Closed,"18 Union Street"," ",Onset,MA,2558,5082955232," ",Helen,Bradbury," ","Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,12:00:00," "," ","B,L"
"DECAS PLAYGROUND (SF-21-029)",Open,"760 MAIN STREET"," ",WAREHAM,MA,2571,5082953575," ",Rob,Shaheen," ","Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","12:00 PM - 01:00 PM"," ",12:00:00," "," ",L
"WAREHAM HIGH SCHOOL (SF-21-030)",Open,"7 VIKING DRIVE"," ",WAREHAM,MA,2571,5082913575," ",ROB,SHAHEEN," ","Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,12:00:00," "," ","B,L"
"Brandy Hill POAH Communities (SF-21-031)",Open,"12 State Street"," ","East Wareham",MA,2571,5082956300," ",Victoria,White," ","Wareham School Committee (12-310-SF-21)",2018/06/26,2018/08/31,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,12:00:00," "," ","B,L"
"TOBIN ELEMENTARY SCHOOL (150-SF-921)",Open,"40 SMITH STREET"," ",ROXBURY,MA,2119,617-635-9336," ",Sophia,"Bishop Rice",617-967-1388,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/10,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,12:00:00," "," ","B,L"
"Allston-Brighton APAC (SF-150-006)",Closed,"10 FIDELIS WAY"," ",BRIGHTON,MA,2135,617-783-1485," ",Steve,Soares,617-782-6068,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/24,"M,T,W,TH,F","09:15 AM - 12:15 PM",09:15:00,11:30:00," "," ","B,L"
"ROCHE FAMILY COMM. CTR. SUMMER (SF-150-009)",Open,"1716 CENTRE STREET"," ","WEST ROXBURY",MA,2132,617-635-5066," ",Michelle,Saunders,617-635-5066,"Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/17,"M,T,W,TH,F","08:45 AM - 12:45 PM",08:45:00,12:15:00," "," ","B,L"
"CONDON ELEMENTARY SCHOOL (SF-150-011)",Open,"200 D STREET"," ","SOUTH BOSTON",MA,2127,617-635-5100," ",Katie,Mazzeo,617-464-8575,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/24,"M,T,W,TH,F","08:30 AM - 01:30 PM",08:30:00,11:30:00," "," ","B,L"
"MISSION HILL/WENTWORTH (SF-150-021)",Closed,"550 Parker Street"," ",BOSTON,MA,2115,617-312-6784," ",Henry,Santana,"857 294-9595","Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/09,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,11:00:00," "," ","B,L"
"OHRENBERGER COMMUNITY CTR. (SF-150-032)",Open,"175 WEST BOUNDARY RD."," ","WEST ROXBURY",MA,2132,617-635-5183," ",Patty,Kennedy,617-635-5183,"Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/17,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,12:00:00," "," ","B,L"
"BLACKSTONE COMMUNITY CENTER (SF-150-038)",Open,"50 W. BROOKLINE ST"," ",BOSTON,MA,2118,617-635-5162," ",Keith,Houston,617-635-5162,"Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/10,"M,T,W,TH,F","08:15 AM - 12:15 PM",08:15:00,11:30:00," "," ","B,L"
"S. BOSTON NBRHD HOUSE SCHL. AG (SF-150-039)",Open,"136 H Street"," ","SOUTH BOSTON",MA,2127,617-268-1619,502,Sarah,Masee,617-268-1619,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/24,"M,T,W,TH,F","07:45 AM - 12:45 PM",07:45:00,11:45:00," "," ","B,L"
"TYNAN C.C. FITS ON-SITE (SF-150-042)",Closed,"650 EAST 4TH ST."," ","SOUTH BOSTON",MA,2127,617-635-5110," ",John,Lydon,617-635-5110,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/24,"M,T,W,TH,F","09:00 AM - 12:45 PM",09:00:00,12:00:00," "," ","B,L"
"DRAPER POOL (SF-150-059)",Open,"5275 Washington Street"," ","West Roxbury",MA,2132,6176355021," ",Aristidez,Perez,6176355021,"Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/22,"M,T,W,TH,F","12:30 PM - 02:30 PM"," ",12:30:00," "," ",L
"CARTER SCHOOL (SF-150-060)",Closed,"396 NORTHHAMPTON ST."," ",ROXBURY,MA,2118,617-635-9832," ",Elizabeth,McDonnell,6172767750,"Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/10,"M,T,W,TH,F","09:30 AM - 12:30 PM",09:30:00,11:30:00," "," ","B,L"
"HENNIGAN COMMUNITY CENTER (SF-150-062)",Open,"100 Heath Street"," ","JAMAICA PLAIN",MA,2130,617-635-8892," ",Laurie,Chroney," ","Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/09,"M,T,W,TH,F","08:00 AM - 12:00 PM",08:00:00,11:00:00," "," ","B,L"
"BASE PROGRAM (SF-150-092)",Closed,"640 Washington Street"," ",ALLSTON,MA,2134,617-787-1087," ",Kenneth,Lee,617-787-1087,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/24,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,12:00:00," "," ","B,L"
"Vietnamese American Initiative for Devel (SF-150-1000)",Closed,"42 Charles St","Suite E",Dorchester,MA,2122,6178223717,21,Thanh,Nguyen," ","Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/10,"M,T,W,TH,F","08:30 AM - 12:20 PM",08:30:00,11:30:00," "," ","B,L"
"TechBoston (SF-150-1001)",Closed,"9 Peacevale Road"," ",Dorchester,MA,2124,7813758583," ",Jessica,Descartes," ","Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/09,"M,T,W,TH,F","12:15 AM - 12:30 PM",07:45:00,00:15:00," "," ","B,L"
"St. Paul's (SF-150-1002)",Open,"870 Cummins Highway"," ",mattapan,MA,2126,6179539697," ",Fatmatta,Feika," ","Boston School Committee (13-035-SF-150)",2018/07/09,2018/07/12,"M,T,W,TH,F","09:00 AM - 01:30 PM",09:00:00,12:30:00," "," ","B,L"
"Simmons (SF-150-1003)",Closed,"300 The Fenway"," ",Boston,MA,2115,6178168122," ",Spencer,Powers," ","Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/16,"M,T,W,TH","08:30 AM - 01:00 PM",08:30:00,12:00:00," "," ","B,L"
"Orchard Gardens (SF-150-1004)",Open,"906 Albany Street"," ",Roxbury,MA,2119,6176358599," ",Lemma,Jarudi," ","Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/10,"M,T,W,TH,F","07:45 AM - 01:30 PM",07:45:00,11:30:00," "," ","B,L"
"New Franklin Park Apts (SF-150-1005)",Open,"136 Seaver Street"," ",Dorchester,MA,2121,6174458643," ",Elizabeth,Caisey," ","Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/10,"M,T,W,TH,F","10:00 AM - 02:00 PM",10:00:00,13:00:00," "," ","B,L"
"McKay Elementary School (SF-150-1008)",Open,"122 Cottage Street"," ","East Boston",MA,2128,6176358510," ",Susan,Huang," ","Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/10,"M,T,W,TH,F","08:30 AM - 11:35 AM",08:30:00,10:50:00," "," ","B,L"
"McCormack Middle School (SF-150-1009)",Open,"315 Mt. Vernon Street"," ",Dorchester,MA,2125,6174955526," ",Laurie,Chroney," ","Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/09,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,11:00:00," "," ","B,L"
"KIPP Academy Boston (SF-150-1010)",Open,"37 Babson Street"," ",Mattapan,MA,2126,6177632708," ",Kareem,Sayegh," ","Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/10,"M,T,W,TH,F","08:00 AM - 12:55 PM",08:00:00,11:00:00," "," ","B,L"
"Kenny School (SF-150-1011)",Open,"19 Oakton Ave"," ",Dorchester,MA,2122,6176358789," ",Emma,Patton," ","Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/03,"M,T,W,TH,F","08:30 AM - 11:05 AM",08:30:00,10:45:00," "," ","B,L"
"Boston Children's Chorus (SF-150-1012)",Open,"20 Old Colony Ave","2nd Floor","South Boston",MA,2127,7183620571," ",Allana,Matthews," ","Boston School Committee (13-035-SF-150)",2018/07/23,2018/08/24,"M,T,W,TH,F","08:00 AM - 12:45 PM",08:00:00,12:15:00," "," ","B,L"
"Georgetown Homes (SF-150-1013)",Open,"400A Georgetowne Dr."," ","Hyde Park",MA,2136,6175741100," ",Yamaira,Perez," ","Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/24,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,12:00:00," "," ","B,L"
"American Legion Playground (SF-150-1014)",Open,"301 Condor Street"," ","East Boston",MA,2128,3394406522," ",Manlio,Mendez," ","Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/17,"M,T,W,TH,F","09:00 AM - 12:20 PM",09:00:00,12:00:00," "," ","B,L"
"Quincy Heights (SF-150-1015)",Open,"233 Quincy Street"," ",Dorchester,MA,2121,6177081393," ",Jessica,Paulino," ","Boston School Committee (13-035-SF-150)",2018/07/23,2018/08/24,"M,T,W,TH,F","08:00 AM - 01:15 PM",08:00:00,12:30:00," "," ","B,L"
"DORCHESTER BAY ARTS & CRAFTS (SF-150-104)",Open,"624 DUDLEY STREET"," ",DORCHESTER,MA,2125,323-899-0136," ",Samir,McDaniels,857-230-5044,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/10,"M,T,W,TH,F","08:30 AM - 01:30 PM",08:30:00,12:30:00," "," ","B,L"
"Compass (SF-150-106)",Closed,"294 Bowdoin Street"," ",Dorchester,MA,2122,857-220-2333,216,John,O'Toole,857-220-2333,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/09,"M,T,W,TH","09:00 AM - 12:45 PM",09:00:00,12:15:00," "," ","B,L"
"BIRD STREET YOUTH CENTER (SF-150-107)",Open,"500 COLUMBIA ROAD"," ",DORCHESTER,MA,2125,617-282-6110,15,Shantel,Woodward,857-294-4169,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/24,"M,T,W,TH,F","08:30 AM - 12:30 PM",08:30:00,11:30:00," "," ","B,L"
"LEE/PERKINS C.C. SUMMER PR (SF-150-122)",Open,"155 TALBOT AVE"," ",DORCHESTER,MA,2124,617-635-5146," ",Kyrone,Beverly,617-635-5146,"Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/10,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,11:30:00," "," ","B,L"
"ST. KATHERINE DREXEL (SF-150-141)",Open,"175 Ruggles Street (rear)"," ",ROXBURY,MA,2120,617-275-7186,17,Tanya,Griffin,617-708-1181,"Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/10,"M,T,W,TH,F","09:00 AM - 01:00 PM",09:00:00,12:00:00," "," ","B,L"
"FLAHERTY POOL (SF-150-143)",Open,"160 FLORENCE STREET"," ",ROSLINDALE,MA,2131,617-635-5181," ",Albert,Arcand,617-635-5181,"Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/24,"M,T,W,TH,F","12:00 PM - 02:00 PM"," ",12:00:00," "," ",L
"SPORTSMEN TENNIS CLUB (SF-150-147)",Open,"950 BLUE HILL AVE"," ",DORCHESTER,MA,2124,617-288-9092," ",Thuan,Nguyen,3362143570,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/24,"M,T,W,TH,F","08:00 AM - 01:30 PM",08:00:00,12:00:00," "," ","B,L"
"MELENA CASS (SF-150-197)",Open,"120 MARTIN LUTHER KING BLVD."," ",ROXBURY,MA,2119,617-445-0062," ",jeada,Crisp,617-445-0062,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/24,"M,T,W,TH,F","08:30 AM - 01:00 PM",08:30:00,12:00:00," "," ","B,L"
"PROJECT DESTINY @ B.C.E. CHURCH (SF-150-250)",Closed,"249 Harrison Avenue"," ",BOSTON,MA,2111,617-981-2225," ",Alex,Yang,617-981-2225,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/02,"M,T,W,TH,F","11:30 AM - 12:00 PM"," ",11:30:00," "," ",L
"Church of Christ(Ark of Cherubs) (SF-150-255)",Open,"81 WALNUT AVE"," ",ROXBURY,MA,2119,617-413-8529," ",Pamela,Alexander,617-427-2086,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/10,"M,T,W,TH,F","09:15 AM - 01:15 PM",09:15:00,12:15:00," "," ","B,L"
"CHINATOWN ADVENTURE PBH (SF-150-323)",Closed,"90 TYLER STREET"," ",BOSTON,MA,2111,857-233-3381," ",Sarah,Wang,646-290-4011,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/09,"M,T,W,TH,F","09:00 AM - 12:30 PM",09:00:00,12:00:00," "," ","B,L"
"BOSTON AREA HEALTH ED. CENTER (SF-150-325)",Open,"727 Mass. Ave.","One Boston Medical Ctr Place 2nd floor-",BOSTON,MA,2118,617-534-5258,4336,Geraldy,"St. Clair",617-534-4336,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/16,"M,T,W,TH,F","08:00 AM - 01:00 PM",08:00:00,12:00:00," "," ","B,L"
"QUINCY ELEMENTARY SCHOOL COMM (SF-150-366)",Open,"885 WASHINGTON STREET"," ",BOSTON,MA,2111,617-635-8497," ",Shaina,Lu,6263163825,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/24,"M,T,W,TH,F","08:00 AM - 01:30 PM",08:00:00,11:00:00," "," ","B,L"
"NEIGHBORHOOD HOUSE CHARTER SCHOOL (SF-150-375)",Open,"21 QUEEN ST"," ",DORCHESTER,MA,2122,617-825-0703,3268,Arisleidy,Fernandez,617-825-0703,"Boston School Committee (13-035-SF-150)",2018/07/09,2018/08/10,"M,T,W,TH,F","08:15 AM - 01:00 PM",08:15:00,12:45:00," "," ","B,L"
"EAST BOSTON HIGH SCHOOL (SF-150-421)",Open,"86 WHITE STREET"," ","EAST BOSTON",MA,2128,617-635-9896," ",Jaime,Staraitis,"617 635-9896","Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/09,"M,T,W,TH,F","07:00 AM - 12:30 PM",07:00:00,11:30:00," "," ","B,L"
"MILDRED Ave (SF-150-511)",Open,"5 Mildred Avenue"," ",MATTAPAN,MA,2126,617-635-1328," ",Pascale,Guilaume,6177655038,"Boston School Committee (13-035-SF-150)",2018/07/05,2018/08/17,"M,T,W,TH,F","07:45 AM - 01:00 PM",07:45:00,11:00:00," "," ","B,L"
